FZRZGH	FZRXM	XMMC
0006165185	陈建龙	中美信息科学资助格局比较研究——以中国NSFC和美国NSF为例
0006165185	陈建龙	高技术服务业统计目录研究
0006165185	陈建龙	科技人员信息行为模型与智能信息服务
0006165185	陈建龙	科技全球化对中国科学地位的影响研究
0006165185	陈建龙	《格萨尔》说唱音的自动识别与格萨尔学的创新发展
0006165185	陈建龙	信息服务业发展的国际比较研究
0006165193	王建	从巴洛克到启蒙运动－德国近代戏剧的兴起
0006165195	王磊	西方主要国家普选模式及其对香港的启示
0006165195	王磊	行政首长的产生方式
0006165195	王磊	香港特别行政区行政主导制研究
0006165195	王磊	自学考试审稿费
0006165195	王磊	世界各国代议制度与中国人大制度比较研究
0006165195	王磊	世界各国代议制度与中国人大制度比较研究
0006165195	王磊	人大推进首都基层群众自治作用的加强与完善——创建北京模式
0006165195	王磊	香港基本法理论研究
0006165195	王磊	澳门回归十年宪制发展报告
0006165195	王磊	人大推进首都基层群众自治作用的加强和完善——创建北京模式
0006165195	王磊	法规规章备案审查
0006165196	徐爱国	英美法系财产权的侵权法救济模式
0006165196	徐爱国	通过法律手段反对浪费问题
0006165196	徐爱国	中国法治三重因素的冲突与融合
0006165196	徐爱国	西方学者论中国法律传统
0006165201	杨哲峰	秦汉墓葬的结构类型与区域变迁研究
0006165208	徐  健	东西方文化碰撞中的德国人与澳门
0006165208	徐健	普鲁士行政制度的现代化研究
0006165213	汤帜	一种数字内容分布式授权办法
0006165213	汤帜	基于SaaS服务的数字出版关键技术
0006165213	汤帜	版式文档公式识别软件二期
0006165213	汤帜	版式文档公式识别软件
0006165213	汤帜	公式检索软件
0006165213	汤帜	版式文档公式识别软件三期
0006165213	汤帜	板式文档中的表格对象识别
0006165213	汤帜	人工智能时代新闻出版行业技术与应用发展研究
0006165213	汤  帜	网络出版服务示范工程
0006165213	汤帜	用于档案的DIAA版式文档及其基础软件
0006165213	汤帜	面向出版社的网络出版公共服务平台
0006165213	汤帜	多形态网络数字出版物版权保护应用系统
0006165213	汤帜	基于自主标准版式技术的数字出版应用系统
0006165213	汤帜	电子图书分段控制软件
0006165213	汤  帜	方正Apabi移动嵌入式阅读系统
0006165213	汤帜	面向PDF文档的数学公式搜索技术研究
0006165213	汤帜	版式文档结构信息提取软件
0006165213	汤帜	方正阿帕比移动阅读系统
0006165213	汤  帜	基于版权保护的中华艺术图片资源系统
0006165213	汤帜	基于数字版权保护的电子图书出版及应用系统
0006165213	汤  帜	面向移动环境的数字权利局部共享与保护机制
0006165213	汤帜	版式文档技术的研究
0006165213	汤  帜	面向多端的电子书出版发行和版权管理平台
0006165258	宋国兴	“点亮希望”心灵陪伴行动项目
0006165260	梁鸿飞	社会管理创新“攸县模式”研究
0006165260	梁鸿飞	大田县国民经济和社会发展十二五纲要
0006165262	王洪庆	我国华南春季对流性大风监测预报关键技术研究（GYHY201406002）多源观测资料的融合技术及相关成果测试
0006165262	王洪庆	航空气象数据产品可视化软件
0006165262	王洪庆	气象监测预报产品综合显控软件研发
0006165262	王洪庆	GRAPES_CR对流可分辨尺度模式的性能和优化改进测试
0006165262	王洪庆	基于GIS的卫星资料综合显示与可视化加工系统
0006165262	王洪庆	MICAPS系统三维显示技术
0006165262	王洪庆	AREM数值预报产品可视化软件模块
0006165262	王洪庆	航空危险天气卫星监测预报系统—数据服务子系统
0006165262	王洪庆	气象参数综合显示处理软件研制
0006165262	王洪庆	基于地理信息的全球遥感影响及其产品可视化加工研究
0006165262	王洪庆	临近预报关键技术研究
0006165262	王洪庆	气象卫星资料统计分析软件研制合同
0006165262	王洪庆	基于气象信息的飞行航路动态模拟和强对流天气监测预警
0006165262	王洪庆	国家级对流监测和预报示范应用子系统开发
0006165262	王洪庆	雷电、冰雹、龙卷风等强对流天气短时临近预警系统短时客观预报算法研发及实现
0006165262	王洪庆	数据显控
0006165262	王洪庆	海洋遥感信息提取通用技术平台软件定型
0006165262	王洪庆	ARPS中尺度模式及数据可视化分析
0006165262	王洪庆	复杂虚拟场景中多维信息的快速构建与绘制技术-王洪庆协作
0006165264	韩毓海	新自由主义文化思潮研究
0006165264	韩毓海	高校思想政治理论课教学科研课题研究
0006165264	韩毓海	中国共产党与治理体系和治理能力现代化
0006165264	韩毓海	中国当代文艺论争的历史经验
0006165270	杨志坚	单芯片多波长白光LED的研制
0006165270	杨志坚	氮化物半导体功率电子材料中深能级缺陷电学行为研究
0006165270	杨志坚	具有类似自然光特征的无荧光粉白光LED的研究（南京大学负责）
0006165273	杨静平	高维数据统计建模与分析-杨静平协作
0006165273	杨静平	金融和保险中的copula理论及其应用研究
0006165273	杨静平	风险组合的渐进理论及其在保险和金融中的应用
0006165273	杨静平	中国国债管理战略计量分析课题巴西随机模拟模型研究
0006165273	杨静平	中国国债发行策略的随机模拟模型研究 II期
0006165273	杨静平	中国第二代偿付能力监管制度其他风险与风险相关性
0006165273	杨静平	《中国国债发型策略的随机模拟模型研究》一期项目
0006165273	杨静平	“中国国债管理战略计量分析系统”业务监理项目
0006165273	杨静平	中国国债发行策略的随机模拟模型的业务需求书
0006165273	杨静平	相关风险理论及模型研究
0006165273	杨静平	债券收益率曲线拟合模型研究
0006165273	杨静平	《含权债估值模型研究》一期项目
0006165273	杨静平	信贷资产证券化组合信用风险模型理论研究
0006165273	杨静平	金融中的动态copula理论及其应用研究
0006165275	周建波	日本东亚同文书院对华经济调查研究
0006165275	周建波	金融史与企业新三板挂牌研究
0006165283	刘元满	汉语作为外语在美国发展的综合研究
0006165285	查晓燕	一般科研-查晓燕协作
0006165285	查晓燕	俄语系赫尔岑〈往事与随想〉中译本首发式
0006165286	包燕	复杂城市交通环境中视觉显著性目标检测与分析-包燕协作
0006165286	包燕	时间信息加工：基于高频和低频时间窗的行为及神经成像研究
0006165286	包燕	时间信息加工能力的测评技术
0006165286	包燕	时间信息加工与语言障碍的临床康复
0006165286	包  燕	健康老年人和精神分裂症患者的返回抑制时间进程
0006165286	包燕	认知加工中不同时间窗的功能机制
0006165295	吕植	中国保护地的成效--现状及改善措施
0006165295	吕植	雪豹在山地生态系统的生态功能研究
0006165295	吕植	系统评估西南水电开发综合效益的文献分析
0006165295	吕植	西南水电开发综合效益评估框架研究
0006165295	吕植	青城山—都江堰风景名胜区生态保护与利用专题研究
0006165295	吕植	三江源地区食肉类动物遗传学监测
0006165295	吕植	三江源地区雪豹栖息地破碎化研究
0006165295	吕植	我国重要物种栖息地范围数据购置与服务
0006165295	吕植	生态保护政策制定中存在的问题和对策
0006165295	吕植	三江源雪豹栖息地高分遥感监测示范
0006165295	吕植	城市生物多样性保护示范小区建设项目
0006165295	吕植	Integrated policy researches on biodiversity conservation
0006165295	吕植	公司或组织提供服务标准合同
0006165295	吕  植	额尔古纳河流域生态调查
0006165295	吕植	青藏高原重要矿产资源发展战略研究
0006165295	吕植	峨眉山风景名胜区生态保护与利用专题研究
0006165295	吕植	青海湟水河林业碳汇项目
0006165295	吕植	青海主要树种生物量模型建立和检验
0006165295	吕植	青城山-都江堰风景名胜区生态保护与利用专题研究
0006165295	吕植	生物多样性与气候变化相互影响评价系列指标研究-吕植协作
0006165295	吕植	编撰青海可可西里申报世界自然遗产文本
0006165295	吕植	唐家河国家级自然保护区科研与监测规划编制
0006165295	吕植	青海森林碳汇潜力评估及优化发展区域规划项目
0006165295	吕植	河流生态相关数据采集及水生态对水动力、水质的响应分析
0006165300	沙宗平	中世纪阿拉伯神秘主义思想——照明哲学研究
0006165300	沙宗平	伊斯兰教经学院文化类课程教学改革研究
0006165302	田青春	田青春椭圆曲线14
0006165302	田青春	冯荣权三次方程08-田青春协作
0006165313	张兴	面向超深亚微米的新一代集成电路设计技术研究
0006165313	张兴	Cooperation Agreement
0006165313	张兴	Open Spare Center of Excellence Agreement
0006165313	张兴	MPW工艺流片合同
0006165313	张兴	The Research of Device Characteristics of UTB MOSFETs
0006165313	张兴	新一代集成技术基础问题研究（后三年）
0006165313	张兴	超深亚微米器件XX研究
0006165313	张兴	大角度离子注入新器件结构研究
0006165313	张兴	130-90纳米半导体器件测试、分析及其加工
0006165313	张兴	130-90纳米集成电路器件参数提取和模型验证
0006165313	张兴	UWB Antenna and Low Noise Amplifier
0006165313	张兴	合作协议书（技术支持）
0006165313	张兴	低功耗器件与电路建模和功耗分析
0006165313	张  兴	亚100纳迷新型半导体器件研究
0006165313	张  兴	表面与超薄膜磁性的实验和理论研究（山东大学负责）
0006165313		何进99
0006165313	张兴	32nm新型CTM闪存器件及阵列
0006165313	张  兴	预先研究项目
0006165313	张  兴	0.8 uMSOI/COMS器件模拟信号参数提取
0006165313	张兴	张兴可靠性11
0006165313		何进99
0006165313	张兴	MPW张兴-十一五预研
0006165313	张兴	SOI单元库张兴-十一预研
0006165313	张  兴	系统芯片中新器件、新工艺的基础研究
0006165313	张  兴	新一代集成技术基础问题研究
0006165313	张兴	集成电路和SOC设计教学平台建设
0006165313	张兴	王阳元学术成长资料采集
0006165313	张兴	Design of  Wideband Fully Intergted CMOS
0006165313	张兴	离子注入工艺研究
0006165313	张兴	张兴硅基微电子17-XD
0006165313	张兴	硅基纳米尺度新结构器件
0006165313	张兴	中关村科技园区管委会与北京大学共建中关村开放实验室
0006165313	张兴	GPS/北斗双膜卫星导航SOG芯片研法
0006165313	张兴	纳米分辨力光电成像器件物理机制和器件模型-张兴协作
0006165322	沈兴海	沈兴海离子液体14
0006165322	沈兴海	国家实验室运行费-沈兴海协作
0006165322	沈兴海	国家实验室运行费-沈兴海协作
0006165322	沈兴海	有机溶剂中离子液体与环糊精超分子自组装研究
0006165322	沈兴海	关键锕系核素和裂变产物的离子液体分离技术研究
0006165322	沈兴海	沈兴海特色学科国支10
0006165322	沈兴海	沈兴海基础科研2018
0006165322	沈兴海	沈兴海特色学科10
0006165322	沈兴海	沈兴海科学挑战16
0006165322	沈兴海	沈兴海基础科研关键核素11
0006165322	沈兴海	沈兴海教育部专项10
0006165322	沈兴海	沈兴海九院合作12
0006165322	沈兴海	新型纳米管的构筑及管中授-受体间的共振能量转移
0006165322	沈兴海	离子印迹聚合物和离子液体在核素富集分离中的应用
0006165322	沈兴海	新型轮烷、分子传感器等超分子体系的设计核物理化
0006165322	沈兴海	盐湖卤水中铷铯高效提取过程纳微界面选择性传质机理与新工艺研究
0006165326	陈端洪	香港选举保留功能组别的正当性与改革方向
0006165326	陈端洪	论香港特别行政区行政长官提名委员会组成的代表原则——功能代表制
0006165326	陈端洪	基本法教材编写
0006165326	陈端洪	理解香港政治
0006165328	朱永峰	变质作用与造山带演化-朱永峰协作
0006165328	朱永峰	变质作用与造山带演化-朱永峰协作
0006165328	朱永峰	西天山洋壳深俯冲超高压变质及折返-朱永峰协作
0006165328	朱永峰	新疆萨尔托海豆荚状铬铁矿矿床成因及其变质改造过程研究
0006165328	朱永峰	西南天山俯冲带超高压变质流体与岛弧岩浆成因-朱永峰协作
0006165328	朱永峰	新疆萨尔托海石英菱镁岩及相关金矿成因研究
0006165328	朱永峰	西天山碰撞后基性侵入体岩石学和地球化学研究
0006165328	朱永峰	西天山东段剪切带典型金矿的成矿环境与机理
0006165328	朱永峰	大陆深俯冲与碰撞后火山岩
0006165328	朱永峰	新疆哈图金矿及其周边深部成矿规律贺深部找矿预测研究
0006165328	朱永峰	塔里木盆地构造背景、盆山动力学及油气前景
0006165328	朱永峰	新疆西准安齐断裂带金铜成矿规律研究
0006165328	朱永峰	环巴尔喀什－西准噶尔大型矿集区国际对比研究国际学术研讨
0006165328	朱永峰	古亚洲洋构造体制成矿系统物质组成与过程
0006165328	朱永峰	板块会聚边界陆壳物质深俯冲过程及年代学格架
0006165328	朱永峰	新疆成矿体系研究与邻区典型矿集区成矿对比
0006165328	朱永峰	环巴尔喀什-西准格尔大型矿集区预测合作研究
0006165330	雷明	抓股改促三变
0006165330	雷明	彭阳扶贫调研课题
0006165330	雷明	物资全供应链大数据应用方法研究
0006165330	雷明	中国特色扶贫理论研究与总结
0006165330	雷明	“十三五”靖州苗族侗族自治县经济社会发展总体规划思路战略研究
0006165330	雷明	威信县国民经济和社会发展“十二五”规划纲要
0006165330	雷  明	云南项目
0006165330	雷  明	宝龙集团资助龙神垭村新农村建设项目实施规划
0006165330	雷明	广东贫困地区可持续发展战略研究
0006165330	雷  明	扶贫开发联合融资计划课题
0006165330	雷明	广东可持续发展战略研究
0006165330	雷  明	企业社会责任绩效评估及持续改进的研究
0006165330	雷明	中国可持续发展综合评价（1990—2001）——基于环境经济综合核算分析
0006165330	雷明	中国可持续发展综合评价（1990—2001）——基于环境经济综合核算分析
0006165330	雷明	低碳发展对我国经济增长影响研究
0006165330	雷明	2017贫困县退出专项评估
0006165330	雷明	物资全供应链大数据应用方法研究
0006165330	雷明	物资供应链协调优化
0006165331	章斐	送样测试管理系统
0006165331	章斐	仪器机时预约与信息管理系统
0006165331	章斐	现代仪器技术在中学化学教育中的应用
0006165338	冯支越	首都高校安全稳定工作手册
0006165338	冯支越	政保工作纲要
0006165339	林金龙	项目立体模型系统
0006165339	林金龙	云新风控制系统
0006165348	李娜	长程共振能量转移及其在生物医药分析中的应用
0006165348	李娜	小分子与生物大分子动态作用新方法研究-李娜协作
0006165348	李娜	基于功能性核酸的荧光各向异性传感之基础与应用
0006165348	李  娜	磷酸锆纳米微盒的制备及在生物传感器中的应用研究
0006165348	李娜	基于长程共振能量转移的生物医学成像分析基础研究
0006165348	李娜	长程共振能量转移及其在生物医药分析中的应用-李娜协作
0006165348	李娜	基于金纳米颗粒局域表面等离子体共振的暗场散射成像传感分析
0006165350	周庆山	如何运用数字化资源推动北京组织工作
0006165350	周庆山	数字文化产权网络交易平台
0006165350	周庆山	《“互联网+”的支撑环境研究》子课题《“互联网+”环境下的隐私保护政策研究》
0006165350	周庆山	长春高新技术产业开发区文化专项研究项目-周庆山协作
0006165350	周庆山	网络视听节目内容审查评估制度研究
0006165350	周庆山	我国与欧美政府信息公开中信息安全审查机制及保障制度比较研究
0006165350	周庆山	数字媒体信息传播规制创新研究
0006165350	周庆山	网络信息生态评价体系与保护策略研究
0006165350	周庆山	科研用户数字科技信息资源利用模式与素养评价研究
0006165350	周庆山	网络信息生态危机与系统整合控制的扩展研究：网络信息技术的专利技术与价值分析
0006165350	周庆山	图书馆、博物馆、档案馆数字化融合服务
0006165357	李江海	设备采购合同
0006165357	李江海	设备采购合同
0006165357	李江海	遵化-辽西构造带性质及早期蛇绿岩研究
0006165357	李江海	重点区域多波束地形精细处理及构造解译
0006165357	李江海	中国西部古亚洲洋构造域火山岩油气藏形成的地质背景
0006165357	李江海	南缘造山等重大地质事件与成矿北京
0006165357	李江海	图书出版合同
0006165357	李江海	项目成果出版合同
0006165357	李江海	北极圈大地构造编图
0006165357	李江海	苏德尔特油田兴安岭.布达特油层已开发区外扩潜力研究
0006165357	李江海	华北古大洋地壳残片的组成及基本层序恢复
0006165357	李江海	祁连山古生代海底黑烟囱及其动物化石的探索研究
0006165357	李江海	自然遗产价值评估与潜力区筛选
0006165357	李江海	河南焦作云台山申报世界自然遗产-李江海协作
0006165357	李江海	2016年西南印度洋合同区断裂构造分布特征调查研究
0006165357	李江海	三清山申报世界自然遗产调研评价报告（地球科学部分）
0006165357	李江海	五台山自然遗产调研及评价报告
0006165357	李江海	现代海底黑烟囱研究比较
0006165357	李江海	大洋34航次报告编写-断裂构造特征
0006165357	李江海	编撰青海可可西里申报世界自然遗产文本-李江海协作
0006165357	李江海	2016年西南印度洋合同区断裂构造分布特征调查研究
0006165357	李江海	塔里木盆地基底锆石U-Pb年龄外送分析测试
0006165357	李江海	硫化物矿区资源评价（室内评价）——区域构造特征
0006165357	李江海	印度洋靶区断裂系统及其控矿作用研究
0006165357	李江海	肇州油田州59区块葡萄花油层整体建模技术研究
0006165357	李江海	西非海岸重点盆地地震资料解释及构造特征对比
0006165357	李江海	下刚果盆地、大坎波斯盆地盐构造与尼日尔三角洲泥底辟构造样式及油气成藏特征
0006165357	李江海	印度洋脊多金属硫化物成矿潜力与资源环境评价
0006165357	李江海	五大连池世界自然遗产申报现场考察路线设计
0006165357	李江海	我国东西部火山岩发育环境火山岩相模式对比研究
0006165357	李江海	五台山自然遗产考察线路设计
0006165357	李江海	全球构造演化与油气的分布
0006165357	李江海	徐家围子断陷山山岩喷发模式建立及有利相带预测研究
0006165357	李江海	五大连池世界自然遗产申报
0006165357	李江海	全球主要大油气田特征与勘探开发历程研究
0006165357	李江海	峨眉山风景名胜区地质地貌专题研究
0006165357	李江海	霍多莫尔地区霍12区块精细构造解释及储层预测研究
0006165357	李江海	西南印度洋脊勘探区多金属硫化物资源评价
0006165357	李江海	青城山—都江堰风景名胜区地址地貌专题研究
0006165357	李江海	库车盐构造变形特征分析和区域变形场的建立
0006165369	张博	中国能源预测预警系统研究
0006165369	张博	山东半岛蓝色经济区资源环境产权制度设计及碳税研究
0006165376	种连荣	基于心脏磁共振成像的右心室修复手术数值模拟与优化设计及其软件实现
0006165376	种连荣	基础课实验教学示范中心网上共享与管理分系统
0006165376	种连荣	教育管理信息标准信息交换标准研制
0006165376	种连荣	技术架构与基础设施规划及总体设计与技术指导监督
0006165376	种连荣	基础课实验教学示范中心网上共享与管理分系统
0006165376	种连荣	实验教学示范中心资源共享信息建设项目-种连荣协作
0006165379	张元鹏	互联网+企业上市
0006165379	张元鹏	微观经济与康复行业发展专项研究
0006165379	张元鹏	我国企业财务分析与风险管理专项研究
0006165380	赵杨	汉考国际BCT项目
0006165380	赵杨	汉语作为第二语言的界面关系习得研究
0006165380	赵  扬	留学回国人员科研启动基金
0006165386	赵子强	面向等离子体纳米晶钨基材料的制备技术及损伤行为研究-赵子强协作
0006165386	赵子强	高能离子束注入材料表面改性与测试
0006165386	赵子强	材料辐照及其它相关试验委托协议
0006165386	赵子强	离子束辐照改善聚合物表面生物相容性的研究
0006165386	赵子强	材料辐照
0006165386	赵子强	高能粒子辐照后重金属靶中氦原子产生和迁移过程的研究
0006165386	赵子强	熔盐堆环境下结构材料辐照损伤机制及其高温熔盐腐蚀特性研究-赵子强协作
0006165386	赵子强	材料辐照及其它相关试验委托协议
0006165391	孙尚扬	二战以后美国宗教社会学理论的关键论题研究
0006165391	孙尚扬	北京市大学生对基督教的态度调查
0006165396	漆永祥	《燕行录》北京史料类编
0006165396	漆永祥	清人文集编目分类索引全编
0006165398	马宏骥	基于离子注入波导结构的准三维光子晶体的形成机理和特性研究（山东大学负责）
0006165398		马宏骥98
0006165404	吴朝东	国外含油气盆地主要油藏类型勘探方法资料收集合同
0006165404	吴朝东	柴西南盆地地震资料解释与地质制图
0006165404	吴朝东	准中区块莫西庄地区三工河组储层预测
0006165404	吴朝东	湖南黑色岩系中铂元素富集机理与成矿环境
0006165404	吴朝东	贵州下寒武统黑色岩系形成机理与分布
0006165404	吴朝东	陆相盆地地震沉积相模式与识别方法研究
0006165404	吴朝东	柴西南新生代复杂边界控制下的构造形成机制与沉积响应
0006165404	吴朝东	科研外协合同
0006165404	吴朝东	岩石40Ar/39Ar定年实验技术服务项目
0006165404	吴朝东	东岭火石岭充填特征与成藏条件研究
0006165404	吴朝东	火山岩年龄分析
0006165404	吴朝东	松辽盆地南部致密砂岩储层综合评价
0006165404	吴朝东	三肇地区扶余油层断裂特征及其控藏作用研究
0006165404	吴朝东	松辽盆地大庆长垣嫩江组二三段地震沉积学研究
0006165404	吴朝东	昌吉凹陷东部侏罗系三工河——头屯河沉积体系研究
0006165404	吴朝东	乌东新钻井区块研究
0006165404	吴朝东	中国西北地区盆地新构造变形特征及其动力学背景
0006165404	吴朝东	华北晚古生代煤系烃源岩分布规律及资源潜力研究
0006165404	吴朝东	大庆油田北部地质研究
0006165404	吴朝东	销售合同
0006165404	吴朝东	北京市装饰装修工程施工合同
0006165404	吴朝东	销售合同
0006165404	吴朝东	*
0006165404	吴朝东	准噶尔盆地中部1区块（准中1区块）断裂形成机制及其控藏作用
0006165404	吴朝东	淮南中下组合的构造重建及其控油气作用-吴朝东协作
0006165404	吴朝东	松辽盆地岩石云母Ar-Ar定年
0006165404	吴朝东	泥盆纪重大生物事件及其环境背景-吴朝东协作
0006165404	吴朝东	黑色页岩的微组构与生物成矿作用
0006165404	吴朝东	地质调查工作准入条件与外部环境保护政策研究
0006165404	吴朝东	大型油气田及煤层气开发|吴朝东协作
0006165404	吴朝东	松辽盆地古生代岩石锆石定年
0006165404	吴朝东	松辽盆地中生代岩石锆石定年
0006165404	吴朝东	柴达木盆地古近纪以来咸化湖盆的沉积及空间演化过程与机理研究|吴朝东协作
0006165404	吴朝东	苏里格气田储层精细表征与井网优化调整研究
0006165404	吴朝东	焉耆盆地博湖坳侏罗纪煤相研究
0006165404	吴朝东	岩性油气藏
0006165404	吴朝东	准噶尔盆地基底构造及其周缘盆山演化
0006165404	吴朝东	苏1井区沙一段储层预测与目标评价
0006165404	吴朝东	天山南北缘复杂含油气构造带的发育规律及其控油气-吴朝东协作
0006165406	刘  波	华北下古生界碳酸盐岩暴露不整合研究及其意义
0006165406	刘波	国际竞争背景下高校教师薪酬福利体系研究
0006165406	刘波	《东柴山剖面野外样品综合测试分析》
0006165406	刘波	高端人才聚集特征与高校人力引进研究
0006165406	刘  波	国际科技发展的新特点和新趋势，世界各国的主要对策
0006165406	刘  波	国际科技发展的新特点和新趋势，世界各国的主要对策
0006165406	刘波	深埋、封闭-半开放-开放体系原位碳酸盐岩溶蚀模拟实验及对深部碳酸盐岩储层成因启示
0006165406	刘波	深部碳酸盐岩油气储层原位溶蚀模拟实验研究
0006165406	刘波	四川盆地碳酸盐岩沉积、成岩与深部优质储层发育研究
0006165406	刘波	鲁迈拉油田Mishrif组碳酸盐岩测井微相分析与储层精细刻画
0006165406	刘波	西部大型盆地碳酸盐岩沉积、层序充填过程与油气基本要素分布特征
0006165406	刘波	《柴西南地区西岔沟剖面、长尾台剖面野外样品综合测试分析》
0006165406	刘波	塔里木寒武系-中下奥陶统储层发育模式研究
0006165406	刘波	四川盆地重点地区下二叠统不整合面储层特征研究
0006165406	刘波	*
0006165406	刘波	塔里木盆地碳酸盐岩油气地质调查及战略选区（带）评价
0006165406	刘波	973咨询项目-刘波协作
0006165406	刘波	塔中地区奥陶系碳酸盐岩储层与华北地区对比研究
0006165406	刘波	四川盆地侏罗系大安寨段致密油成岩演化模式与成岩相甜点评价研究
0006165406	刘波	四川盆地碳酸盐岩优质储层发育与保存机理
0006165406	刘波	《胡家坝地区震旦系灯影组优质储层发育机理研究》项目技术开发合同书
0006165406	刘波	伊拉克Ahdeb油田Khasib组碳酸盐岩微相及储层非均质性研究
0006165406	刘波	川西雷口坡组储层成储机制研究
0006165406	刘波	试试
0006165406	刘波	湖相介壳灰岩微相特征及储层微观特征评价实验
0006165406	刘波	东河油田隔夹层成因和空间展布及其对注气渗流机理的影响研究|刘波协作
0006165406	刘波	柴西地区咸化湖盆碳酸盐储层沉积及成岩作用研究
0006165409	彭  锋	英国经验主义美学体系研究
0006165409	彭锋	音乐剧产业发展研究
0006165409	彭锋	20世纪美学主潮研究
0006165411	陈旭光	扶持青年优秀电影剧作计划
0006165411	陈旭光	北大影视戏剧研究中心与横店影视制作有限公司战略合作协议
0006165411	陈旭光	蒙古族文化的VR影响呈现与产业研发
0006165411	陈旭光	东阳华海时代影业传媒股份有限公司战略合作协议
0006165411	陈旭光	百年中国电影之“诗性”研究项目
0006165411	陈旭光	北京大学青年剧作扶持计划
0006165411	陈旭光	大芬油画村转型升级调研项目
0006165411	陈旭光	北京大学影视戏剧研究中心中国电子北海产业园发展有限公司战略合作协议
0006165411	陈旭光	电影《九层妖塔》暨中国奇幻类电影的探索与前景学术研讨会
0006165411	陈旭光	北京大学影视戏剧研究中心北京商周传媒战略合作协议
0006165411	陈旭光	中国电影大片研究：创作、营销与文化
0006165411	陈旭光	青春闪闪
0006165411	陈旭光	国外大型媒介集团版权经营
0006165411	陈旭光	扶持青年优秀电影剧作计划
0006165411	陈旭光	扶持青年优秀电影剧作计划
0006165411	陈旭光	早安，妈妈
0006165411	陈旭光	当代中国电影的创意研究：理论与实践
0006165411	陈旭光	中国艺术批评通史（第五、六、七卷）
0006165411	陈旭光	北京大学影视戏曲研究中心横店影视制作有限公司战略合作协议（续签）
0006165411	陈旭光	电影《谁是球王》暨体育题材影片发展前景学术研讨会
0006165411	陈旭光	IP业务委托课题研究协议
0006165411	陈旭光	早安妈妈（北京农业职业学院）
0006165411	陈旭光	电影作品《青春激扬》策划和创作
0006165411	陈旭光	基于移动互联网下的动漫运营平台
0006165411	陈旭光	《早安，妈妈》
0006165411	陈旭光	北京大学中关新园线上端（官网）企业宣传片
0006165412	汪琼	职业教育教材配套资源网站建设
0006165412	汪琼	天津商务职业学院课程建设技术服务
0006165412	汪琼	全国教育信息化工作进展地理信息系统
0006165412	汪琼	国家教育资源公共服务平台应用指南编写
0006165412	汪琼	科学家与小学科学教师专业发展工具开发和平台建设
0006165412	汪琼	高等理工教育科学改革实践子项目
0006165412	汪琼	携手助学
0006165412	汪琼	蓝色光标“客户网络舆情监控系统1.0版”开发协议
0006165412	汪琼	LEAD项目
0006165412	汪琼	2017英特尔创明天项目校园工作坊
0006165412	汪琼	2017 MAKE TOMORROW CONTENT DEVELOPMENT
0006165412	汪琼	慕课教育有效性评价指标的实用实例
0006165412	汪琼	教师教学能力提升类MOOC课程开发与应用管理项目协议（第三期）
0006165412	汪琼	作业互评机制对MOOC学生作业质量的影响研究
0006165412	汪琼	教师教学能力提升类MOOC项目评审管理协议
0006165412	汪琼	MOOC用于教师能力提升的相关问题研究
0006165412	汪琼	合作学习原理
0006165412	汪琼	基于学习分析的MOOC教学设计原则研究
0006165412	汪琼	高等教育信息化资源建设研究
0006165412	汪琼	教育信息化对推动高等教育改革与发展（人才培养、科学研究、社会服务、文化传承）的作
0006165412	汪琼	高等教育开放资源建设研究
0006165412	汪琼	教师教学能力提升类MOOC课程开发与应用管理项目
0006165412	汪琼	高等职业学校专业课程建设与教育技术服务
0006165412	汪琼	创新教师
0006165412	汪琼	农民中小学现代远程教育工程初中学生自主学习系统项目
0006165412	汪琼	农村中小学现代远程教育工程初中学生自主学习系统
0006165412	汪琼	微软“携手助学”项目
0006165412	汪琼	英特尔未来教育基础课程项目教学支持工作
0006165412	汪琼	digital learning for development(DL4D)
0006165412	汪琼	英特尔未来教育基础课程教学支持工作协议书
0006165412	汪  琼	辅助教育平台
0006165412	汪  琼	英特尔求知计划
0006165412	汪琼	英特尔未来教育基础课程项目2008年度教学支持
0006165412	汪琼	中小学信息化研究
0006165412	汪  琼	中外高校数字化教学资源建设和利用比较研究
0006165412	汪琼	英特尔未来教育项目基础课程教学支持
0006165412	汪琼	学生网络生活方式的现状调查与对策研究
0006165412	汪琼	英特尔求知计划项目2009年度评估
0006165412	汪琼	北京市高等教育优质课程资源共享机制研究
0006165412	汪琼	2013英特尔在线教育社区
0006165412	汪琼	基于英特尔中国教师在线社区的教师发展机制研究
0006165412	汪  琼	工程技术创新型人才培养研究
0006165412	汪  琼	英特尔未来教育基础课程项目教材2.0版本地化
0006165412	汪  琼	英特尔未来教育基础课程项目2007年教学支持
0006165412	汪  琼	2007 Intel Learn Program Evaluation
0006165412	汪  琼	北京市中小学教师信息素养调查
0006165412	汪  琼	协作学习、教学管理、自适应学习标准研究
0006165412	汪琼	教师专业发展类MOOC课程开发与运营管理
0006165412	汪琼	教师专业发展类MOOC课程开发与运营管理
0006165412	汪琼	鄂托克前旗民族职业高中专业课程和资源建设服务
0006165412	汪琼	天津市职业教育课程及资源库建设标准研制
0006165412	汪琼	基于学习分析的MOOC教学设计原则研究
0006165412	汪琼	2014-15英特尔中国教师在线社区
0006165412	汪琼	远程教育系统IPV6升级-汪琼协作
0006165412	汪琼	基于大数据的英语写作能力测评及自适应学习理论研究
